"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2022-03-30","'38380JNZ7'","CMBS","GOVERNMENT 2.5% 12/58",,,,,,"12561723.72",,,,,,
"2022-03-30","'3138LKVW4'","CMBS","FNMA MORTPASS 2.82% 10/29",,,,,,"12559868.24",,,,,,
"2022-03-30","'3140HXVJ6'","CMBS","FNMA MORTPASS 2.19% 03/30",,,,,,"12540000",,,,,,
"2022-03-30","'3140HVBJ2'","CMBS","FNMA MORTPASS 2.94% 10/34",,,,,,"12513926",,,,,,
"2022-03-30","'3138LLQG3'","CMBS","FNMA 3.015% 12/29",,,,,,"12450000",,,,,,
"2022-03-30","'3138LNEY3'","CMBS","FNMA MORTPASS 3.6% 05/30",,,,,,"12446000",,,,,,
"2022-03-30","'3140HWWT5'","CMBS","FNMA MORTPASS 2.58% 12/31",,,,,,"12419637.33",,,,,,
"2022-03-30","'3140HV4X9'","CMBS","FNMA MORTPASS 2.67% 10/34",,,,,,"12350000",,,,,,
"2022-03-30","'38380NXE4'","CMBS","GOVERNMENT 2.6% 07/61",,,,,,"12269578.01",,,,,,
"2022-03-30","'3140HT6X2'","CMBS","FNMA MORTPASS 3.3% 06/31",,,,,,"12265472",,,,,,
"2022-03-30","'3140HTVZ9'","CMBS","FNMA MORTPASS 3.31% 05/31",,,,,,"12199000",,,,,,
"2022-03-30","'3140HTAY5'","CMBS","FNMA MORTPASS 3.69% 03/31",,,,,,"12195000",,,,,,
"2022-03-30","'38378KBP3'","CMBS","GOVERNMENT 2.2152% 07/51",,,,,,"12159110.56",,,,,,
"2022-03-30","'3140HUB47'","CMBS","FNMA MORTPASS 3.36% 08/34",,,,,,"12126000",,,,,,
"2022-03-30","'3138LMMK6'","CMBS","FNMA MORTPASS 3.1% 02/28",,,,,,"12000000",,,,,,
"2022-03-30","'3140HS2R1'","CMBS","FNMA MORTPASS 3.56% 02/29",,,,,,"12000000",,,,,,
"2022-03-30","'3140HWB68'","CMBS","FNMA MORTPASS 2.56% 10/34",,,,,,"12000000",,,,,,
"2022-03-30","'3140HSNW7'","CMBS","FNMA MORTPASS 4.06% 02/34",,,,,,"11966000",,,,,,
"2022-03-30","'38380JHY7'","CMBS","GOVERNMENT 2.5% 02/59",,,,,,"11887622.51",,,,,,
"2022-03-30","'3138LN4Y4'","CMBS","FNMA MORTPASS 3.58% 07/28",,,,,,"11874409",,,,,,
"2022-03-30","'3138LN7A3'","CMBS","FNMA MORTPASS 3.85% 07/30",,,,,,"11780142.6",,,,,,
"2022-03-30","'3137FLYV0'","CMBS","FREDDIE MAC 3.298% 04/29",,,,,,"11690000",,,,,,
"2022-03-30","'3140J0FQ8'","CMBS","FNMA MORTPASS 1.91% 07/35",,,,,,"11586367.08",,,,,,
"2022-03-30","'3138L7JC1'","CMBS","FNMA MORTPASS 3.7% 09/34",,,,,,"11571898.71",,,,,,
"2022-03-30","'3138LL6L4'","CMBS","FNMA MORTPASS 3.13% 01/30",,,,,,"11420487.74",,,,,,
"2022-03-30","'3138LMMW0'","CMBS","FNMA MORTPASS 3.37% 02/30",,,,,,"11413350.48",,,,,,
"2022-03-30","'3138LJQD5'","CMBS","FNMA MORTPASS 3.01% 06/29",,,,,,"11369582.31",,,,,,
"2022-03-30","'3138LGTR7'","CMBS","FNMA MORTPASS 3.36% 02/32",,,,,,"11367027.76",,,,,,
"2022-03-30","'3140HXQA1'","CMBS","FNMA MORTPASS 2.34% 03/30",,,,,,"11300000",,,,,,
"2022-03-30","'3140HW2F8'","CMBS","FNMA MORTPASS 2.39% 02/30",,,,,,"11288174.03",,,,,,
"2022-03-30","'38378KWV7'","CMBS","GOVERNMENT 2.6% 07/52",,,,,,"11249287.91",,,,,,
"2022-03-30","'3140HVZK3'","CMBS","FNMA MORTPASS 2.56% 10/34",,,,,,"11217000",,,,,,
"2022-03-30","'3140HWZY1'","CMBS","FNMA MORTPASS 2.47% 01/30",,,,,,"11132074.53",,,,,,
"2022-03-30","'3140HT2C2'","CMBS","FNMA MORTPASS 3.48% 11/33",,,,,,"11075200.35",,,,,,
"2022-03-30","'3140HXXU9'","CMBS","FNMA 2.035% 03/30",,,,,,"11050000",,,,,,
"2022-03-30","'3140HSCP4'","CMBS","FNMA MORTPASS 4.1% 12/33",,,,,,"10910000",,,,,,
"2022-03-30","'3137FBU79'","CMBS","FREDDIE MAC 3.187% 09/27",,,,,,"10859000",,,,,,
"2022-03-30","'3138LNZV6'","CMBS","FNMA MORTPASS 3.82% 07/30",,,,,,"10819000",,,,,,
"2022-03-30","'3138LM4Y6'","CMBS","FNMA MORTPASS 3.42% 04/30",,,,,,"10800000",,,,,,
"2022-03-30","'3138LCT54'","CMBS","FNMA MORTPASS 3.1% 01/26",,,,,,"10753000",,,,,,
"2022-03-30","'3138LJH45'","CMBS","FNMA MORTPASS 3.25% 06/32",,,,,,"10730000",,,,,,
"2022-03-30","'3140HXPR5'","CMBS","FNMA MORTPASS 2.53% 03/35",,,,,,"10705000",,,,,,
"2022-03-30","'313637Z52'","CMBS","FNMA MORTPASS 3.75% 09/30",,,,,,"10704891.32",,,,,,
"2022-03-30","'3140HU4Y9'","CMBS","FNMA MORTPASS 2.69% 08/29",,,,,,"10600000",,,,,,
"2022-03-30","'3140HYJB5'","CMBS","FNMA MORTPASS 1.96% 04/30",,,,,,"10490091.25",,,,,,
"2022-03-30","'3138LHQ56'","CMBS","FNMA MORTPASS 3.21% 03/29",,,,,,"10440720.94",,,,,,
"2022-03-30","'3140LAHW8'","CMBS","FNMA MORTPASS 2.03% 01/41",,,,,,"10427000",,,,,,
"2022-03-30","'3140HYQZ4'","CMBS","FNMA MORTPASS 2.03% 05/35",,,,,,"10408944.03",,,,,,
"2022-03-30","'3140HSJH5'","CMBS","FNMA MORTPASS 4.17% 01/34",,,,,,"10312000",,,,,,
"2022-03-30","'3140HVWY6'","CMBS","FNMA MORTPASS 2.55% 09/34",,,,,,"10300000",,,,,,
"2022-03-30","'38378KP86'","CMBS","GOVERNMENT 2.74846% 05/54",,,,,,"10288262.54",,,,,,
"2022-03-30","'3138LML76'","CMBS","FNMA MORTPASS 3.41% 02/33",,,,,,"10250000",,,,,,
"2022-03-30","'3140HUDD5'","CMBS","FNMA MORTPASS 3.35% 06/34",,,,,,"10250000",,,,,,
"2022-03-30","'3140HSPZ8'","CMBS","FNMA MORTPASS 3.66% 02/29",,,,,,"10221000",,,,,,
"2022-03-30","'3140HUD94'","CMBS","FNMA 3.255% 06/31",,,,,,"10200000",,,,,,
"2022-03-30","'3138LKJC2'","CMBS","FNMA 2.905% 09/27",,,,,,"10134000",,,,,,
"2022-03-30","'38378KV48'","CMBS","GOVERNMENT 2.82374% 07/54",,,,,,"10111157.55",,,,,,
"2022-03-30","'3138LJS76'","CMBS","FNMA MORTPASS 3.06% 07/29",,,,,,"10085833.34",,,,,,
"2022-03-30","'38380JEE4'","CMBS","GOVERNMENT 2.45% 03/50",,,,,,"10032556.84",,,,,,
"2022-03-30","'3140HS4W8'","CMBS","FNMA MORTPASS 3.38% 04/29",,,,,,"10005262.02",,,,,,
"2022-03-30","'3138LL2D6'","CMBS","FNMA MORTPASS 2.95% 02/28",,,,,,"10000000",,,,,,
"2022-03-30","'3138LNRF0'","CMBS","FNMA MORTPASS 3.86% 06/33",,,,,,"10000000",,,,,,
"2022-03-30","'3140HRNX7'","CMBS","FNMA MORTPASS 3.64% 11/28",,,,,,"10000000",,,,,,
"2022-03-30","'3140HSU33'","CMBS","FNMA MORTPASS 3.51% 02/29",,,,,,"10000000",,,,,,
"2022-03-30","'3140HTNT2'","CMBS","FNMA MORTPASS 3.35% 05/29",,,,,,"10000000",,,,,,
"2022-03-30","'3140HU5X0'","CMBS","FNMA MORTPASS 2.74% 08/29",,,,,,"10000000",,,,,,
"2022-03-30","'3140HU6W1'","CMBS","FNMA MORTPASS 2.65% 09/29",,,,,,"10000000",,,,,,
"2022-03-30","'3140HXUX6'","CMBS","FNMA MORTPASS 2.05% 05/35",,,,,,"10000000",,,,,,
"2022-03-30","'3140J2UD6'","CMBS","FNMA MORTPASS 1.98% 02/41",,,,,,"10000000",,,,,,
"2022-03-30","'3137FBBX3'","CMBS","FREDDIE MAC 3.244% 08/27",,,,,,"9989000",,,,,,
"2022-03-30","'3138LFER5'","CMBS","FNMA MORTPASS 2.54% 11/28",,,,,,"9972000",,,,,,
"2022-03-30","'3137FAWS3'","CMBS","FREDDIE MAC 3.194% 07/27",,,,,,"9968243",,,,,,
"2022-03-30","'3138LMX81'","CMBS","FNMA MORTPASS 3.43% 04/33",,,,,,"9968000",,,,,,
"2022-03-30","'3138LNNQ0'","CMBS","FNMA MORTPASS 3.71% 07/33",,,,,,"9965000",,,,,,
"2022-03-30","'3140HUWU6'","CMBS","FNMA MORTPASS 2.64% 08/29",,,,,,"9964500",,,,,,
"2022-03-30","'3140HTUX5'","CMBS","FNMA MORTPASS 3.31% 06/34",,,,,,"9930000",,,,,,
"2022-03-30","'3140HYGT9'","CMBS","FNMA MORTPASS 2.59% 04/35",,,,,,"9846279.6",,,,,,
"2022-03-30","'38379KCL0'","CMBS","GOVERNMENT 2.9% 01/49",,,,,,"9830964.67",,,,,,
"2022-03-30","'3140HSX63'","CMBS","FNMA MORTPASS 3.66% 03/31",,,,,,"9821000",,,,,,
"2022-03-30","'3140HSC90'","CMBS","FNMA MORTPASS 3.94% 01/29",,,,,,"9671692.3",,,,,,
"2022-03-30","'3138LE2X8'","CMBS","FNMA MORTPASS 3.49% 02/32",,,,,,"9587510",,,,,,
"2022-03-30","'38379U6J0'","CMBS","GOVERNMENT 2.5% 12/56",,,,,,"9576697.4",,,,,,
"2022-03-30","'3138LLEZ4'","CMBS","FNMA MORTPASS 2.93% 11/27",,,,,,"9552770.97",,,,,,
"2022-03-30","'3140HTCU1'","CMBS","FNMA MORTPASS 3.6% 03/34",,,,,,"9522000",,,,,,
"2022-03-30","'3138LMTU7'","CMBS","FNMA MORTPASS 3.46% 05/28",,,,,,"9500000",,,,,,
"2022-03-30","'3140HTBF5'","CMBS","FNMA MORTPASS 3.62% 03/31",,,,,,"9500000",,,,,,
"2022-03-30","'38379RYY3'","CMBS","GOVERNMENT 2.6% 10/57",,,,,,"9393053.4",,,,,,
"2022-03-30","'38380JEN4'","CMBS","GOVERNMENT 2.5% 01/60",,,,,,"9391495.22",,,,,,
"2022-03-30","'313637RE2'","CMBS","FNMA MORTPASS 3.69% 09/28",,,,,,"9324415.06",,,,,,
"2022-03-30","'3138LNCD1'","CMBS","FNMA MORTPASS 3.51% 05/33",,,,,,"9318005",,,,,,
"2022-03-30","'3137FEZU7'","CMBS","FREDDIE MAC 3.9% 04/28",,,,,,"9294000",,,,,,
"2022-03-30","'3140HRBX0'","CMBS","FNMA MORTPASS 3.69% 10/28",,,,,,"9294000",,,,,,
"2022-03-30","'3140HU4G8'","CMBS","FNMA MORTPASS 2.52% 10/29",,,,,,"9258402.22",,,,,,
"2022-03-30","'3138LKPK7'","CMBS","FNMA MORTPASS 3.18% 09/32",,,,,,"9234000",,,,,,
"2022-03-30","'31377U5S8'","CMBS","FNMA MORTPASS 3.76% 08/30",,,,,,"9223000",,,,,,
"2022-03-30","'3138LJGA2'","CMBS","FNMA MORTPASS 3.1% 05/29",,,,,,"9218970.24",,,,,,
"2022-03-30","'3140HUY67'","CMBS","FNMA MORTPASS 2.84% 08/31",,,,,,"9215000",,,,,,
"2022-03-30","'3138LPA63'","CMBS","FNMA MORTPASS 3.8% 07/30",,,,,,"9180000",,,,,,
"2022-03-30","'38378KZD4'","CMBS","GOVERNMENT 2.62273% 12/53",,,,,,"9164998.63",,,,,,
"2022-03-30","'38378KGA1'","CMBS","GOVERNMENT 2% 05/53",,,,,,"9147220.16",,,,,,
"2022-03-30","'3140HR4Z3'","CMBS","FNMA MORTPASS 3.93% 12/28",,,,,,"9126218.96",,,,,,
"2022-03-30","'3138LL6B6'","CMBS","FNMA MORTPASS 3.17% 01/30",,,,,,"9118000",,,,,,
"2022-03-30","'3138LHQS6'","CMBS","FNMA MORTPASS 3.32% 04/32",,,,,,"9089957.86",,,,,,
"2022-03-30","'3138LNPR6'","CMBS","FNMA MORTPASS 3.75% 06/30",,,,,,"9053000",,,,,,
"2022-03-30","'3140HR7M9'","CMBS","FNMA MORTPASS 4.07% 02/34",,,,,,"9045000",,,,,,
"2022-03-30","'3140HXRY8'","CMBS","FNMA MORTPASS 2.38% 03/32",,,,,,"9015000",,,,,,
"2022-03-30","'3138LJVM9'","CMBS","FNMA MORTPASS 3.1% 08/29",,,,,,"8925000",,,,,,
"2022-03-30","'3140HUCH7'","CMBS","FNMA MORTPASS 3.29% 07/34",,,,,,"8905000",,,,,,
"2022-03-30","'3138LMSG9'","CMBS","FNMA MORTPASS 3.58% 04/33",,,,,,"8800000",,,,,,
"2022-03-30","'38380JNB0'","CMBS","GOVERNMENT 2.6% 04/60",,,,,,"8762822.22",,,,,,
"2022-03-30","'31377UZ97'","CMBS","FNMA MORTPASS 3.62% 08/28",,,,,,"8759000",,,,,,
"2022-03-30","'3138L9KW1'","CMBS","FNMA MORTPASS 3.13% 04/30",,,,,,"8695987.11",,,,,,
"2022-03-30","'3140HUB39'","CMBS","FNMA MORTPASS 3.36% 08/34",,,,,,"8680000",,,,,,
"2022-03-30","'38380NQJ1'","CMBS","GOVERNMENT 2.5% 08/53",,,,,,"8653939.69",,,,,,
"2022-03-30","'38378BP94'","CMBS","GOVERNMENT 1.9566% 12/51",,,,,,"8627341.14",,,,,,
"2022-03-30","'3140HW2D3'","CMBS","FNMA MORTPASS 2.47% 01/30",,,,,,"8618380.47",,,,,,
"2022-03-30","'3140HR5U3'","CMBS","FNMA MORTPASS 4.13% 01/34",,,,,,"8600000",,,,,,
"2022-03-30","'3138LME82'","CMBS","FNMA MORTPASS 2.99% 03/30",,,,,,"8500000",,,,,,
"2022-03-30","'3138LLV85'","CMBS","FNMA MORTPASS 3.02% 12/27",,,,,,"8489841.8",,,,,,
"2022-03-30","'3138LNXU0'","CMBS","FNMA MORTPASS 3.56% 07/30",,,,,,"8484000",,,,,,
"2022-03-30","'313637Z29'","CMBS","FNMA MORTPASS 3.5% 10/28",,,,,,"8475917.33",,,,,,
"2022-03-30","'3138L7ZQ2'","CMBS","FNMA MORTPASS 3.63% 11/29",,,,,,"8427594.03",,,,,,
"2022-03-30","'38379RVL4'","CMBS","GOVERNMENT 2.7% 04/57",,,,,,"8425286.77",,,,,,
"2022-03-30","'3140HXT34'","CMBS","FNMA MORTPASS 2.45% 03/32",,,,,,"8397047.17",,,,,,
"2022-03-30","'3140HR2D4'","CMBS","FNMA MORTPASS 4.18% 12/30",,,,,,"8385000",,,,,,
"2022-03-30","'3138LL5Q4'","CMBS","FNMA MORTPASS 3.21% 01/33",,,,,,"8350000",,,,,,
"2022-03-30","'3140HVBC7'","CMBS","FNMA MORTPASS 3.01% 08/34",,,,,,"8346258",,,,,,
"2022-03-30","'3140HSTM3'","CMBS","FNMA MORTPASS 3.75% 01/29",,,,,,"8291333.15",,,,,,
"2022-03-30","'3140HTKN8'","CMBS","FNMA MORTPASS 3.64% 04/34",,,,,,"8250000",,,,,,
"2022-03-30","'3138LPBG0'","CMBS","FNMA 3.695% 08/30",,,,,,"8233100",,,,,,
"2022-03-30","'3140HXZH6'","CMBS","FNMA MORTPASS 2.33% 03/35",,,,,,"8194302.18",,,,,,
"2022-03-30","'38379KEV6'","CMBS","GOVERNMENT 2.9% 05/54",,,,,,"8182532.29",,,,,,
"2022-03-30","'3140HX5Z9'","CMBS","FNMA MORTPASS 2.15% 04/35",,,,,,"8182000",,,,,,
"2022-03-30","'3138LNLH2'","CMBS","FNMA MORTPASS 3.77% 06/30",,,,,,"8178682.49",,,,,,
"2022-03-30","'3140HS3R0'","CMBS","FNMA MORTPASS 3.66% 02/29",,,,,,"8167422.45",,,,,,
"2022-03-30","'3140HR3U5'","CMBS","FNMA MORTPASS 3.93% 12/28",,,,,,"8150960.67",,,,,,
"2022-03-30","'38380NQ77'","CMBS","GOVERNMENT 2.25% 05/60",,,,,,"8088961.38",,,,,,
"2022-03-30","'3138LD2R3'","CMBS","FNMA MORTPASS 3.03% 06/31",,,,,,"8075572.72",,,,,,
"2022-03-30","'3138LLQA6'","CMBS","FNMA MORTPASS 3.14% 12/32",,,,,,"8074500",,,,,,
"2022-03-30","'3138LKK55'","CMBS","FNMA MORTPASS 3.1% 10/32",,,,,,"8060000",,,,,,
"2022-03-30","'3140J0P95'","CMBS","FNMA MORTPASS 1.74% 08/35",,,,,,"8000597.77",,,,,,
"2022-03-30","'3138LKSX6'","CMBS","FNMA MORTPASS 3% 09/29",,,,,,"8000000",,,,,,
"2022-03-30","'3138LNHZ7'","CMBS","FNMA 3.525% 05/28",,,,,,"7944047.81",,,,,,
"2022-03-30","'3138LMB36'","CMBS","FNMA MORTPASS 3.1% 01/33",,,,,,"7900000",,,,,,
"2022-03-30","'3140HTQY8'","CMBS","FNMA MORTPASS 3.23% 04/31",,,,,,"7896802.88",,,,,,
"2022-03-30","'38380JYD4'","CMBS","GOVERNMENT 2.75% 05/51",,,,,,"7854521.79",,,,,,
"2022-03-30","'3140HRKT9'","CMBS","FNMA MORTPASS 3.66% 11/28",,,,,,"7822845.95",,,,,,
"2022-03-30","'3140HTQZ5'","CMBS","FNMA MORTPASS 3.23% 04/31",,,,,,"7807556.32",,,,,,
"2022-03-30","'3138LLU60'","CMBS","FNMA MORTPASS 3.19% 02/30",,,,,,"7800000",,,,,,
"2022-03-30","'3140HXRC6'","CMBS","FNMA MORTPASS 2.46% 03/35",,,,,,"7755000",,,,,,
"2022-03-30","'3140HVRW6'","CMBS","FNMA MORTPASS 2.41% 09/31",,,,,,"7725000",,,,,,
"2022-03-30","'3138LLFR1'","CMBS","FNMA MORTPASS 3.06% 12/32",,,,,,"7722816.69",,,,,,
"2022-03-30","'3140HXRM4'","CMBS","FNMA MORTPASS 2.52% 02/35",,,,,,"7695706",,,,,,
"2022-03-30","'3140HYJ58'","CMBS","FNMA MORTPASS 1.98% 05/32",,,,,,"7650000",,,,,,
"2022-03-30","'3140HTCA5'","CMBS","FNMA MORTPASS 3.55% 03/29",,,,,,"7648534.8",,,,,,
"2022-03-30","'313637U24'","CMBS","FNMA MORTPASS 3.63% 10/28",,,,,,"7644000",,,,,,
"2022-03-30","'3137FEBQ2'","CMBS","FREDDIE MAC 3.444% 12/27",,,,,,"7630000",,,,,,
"2022-03-30","'3140HWBS0'","CMBS","FNMA MORTPASS 2.43% 10/29",,,,,,"7615387.44",,,,,,
"2022-03-30","'3140HUBK1'","CMBS","FNMA MORTPASS 2.97% 06/29",,,,,,"7591070.08",,,,,,
"2022-03-30","'38380ND30'","CMBS","GOVERNMENT 2.6% 11/61",,,,,,"7540005.02",,,,,,
"2022-03-30","'3140HX4E7'","CMBS","FNMA MORTPASS 2.26% 03/35",,,,,,"7500000",,,,,,
"2022-03-30","'3140HVTD6'","CMBS","FNMA MORTPASS 2.51% 09/31",,,,,,"7499000",,,,,,
"2022-03-30","'3138LMZ48'","CMBS","FNMA MORTPASS 3.59% 04/30",,,,,,"7470000",,,,,,
"2022-03-30","'3138LM7D9'","CMBS","FNMA MORTPASS 3.46% 04/28",,,,,,"7464317.94",,,,,,
"2022-03-30","'3140HY2G2'","CMBS","FNMA MORTPASS 1.83% 06/35",,,,,,"7447333",,,,,,
"2022-03-30","'31377U3P6'","CMBS","FNMA MORTPASS 3.88% 08/33",,,,,,"7434375.85",,,,,,
"2022-03-30","'3140J1J41'","CMBS","FNMA MORTPASS 1.33% 09/30",,,,,,"7417770.02",,,,,,
"2022-03-30","'3140HRFE8'","CMBS","FNMA MORTPASS 3.8% 10/30",,,,,,"7344000",,,,,,
"2022-03-30","'3140HUM37'","CMBS","FNMA MORTPASS 2.84% 06/27",,,,,,"7235218",,,,,,
"2022-03-30","'38379RMY6'","CMBS","GOVERNMENT 2.6% 08/51",,,,,,"7217038.03",,,,,,
"2022-03-30","'3140HSWM9'","CMBS","FNMA MORTPASS 3.71% 02/34",,,,,,"7200000",,,,,,
"2022-03-30","'3140HTHC6'","CMBS","FNMA MORTPASS 3.28% 05/34",,,,,,"7200000",,,,,,
"2022-03-30","'3138LJG61'","CMBS","FNMA MORTPASS 3.26% 06/32",,,,,,"7133425.07",,,,,,
"2022-03-30","'3140HVW75'","CMBS","FNMA MORTPASS 2.33% 09/29",,,,,,"7091223.95",,,,,,
"2022-03-30","'3138LK7A9'","CMBS","FNMA 3.135% 10/32",,,,,,"7038000",,,,,,
"2022-03-30","'3140HUAR7'","CMBS","FNMA 3.465% 07/34",,,,,,"7036000",,,,,,
"2022-03-30","'3138LNCV1'","CMBS","FNMA MORTPASS 3.5% 05/33",,,,,,"7000000",,,,,,
"2022-03-30","'38380JZJ0'","CMBS","GOVERNMENT 2.7% 11/55",,,,,,"6995678.74",,,,,,
"2022-03-30","'3140HR3H4'","CMBS","FNMA MORTPASS 4.13% 12/30",,,,,,"6975823.19",,,,,,
"2022-03-30","'38378BV55'","CMBS","GOVERNMENT 1.6705% 02/53",,,,,,"6960332.93",,,,,,
"2022-03-30","'3138LMPZ0'","CMBS","FNMA MORTPASS 3.44% 03/33",,,,,,"6951737.42",,,,,,
"2022-03-30","'3138L74G8'","CMBS","FNMA MORTPASS 3.61% 11/34",,,,,,"6947106.28",,,,,,
"2022-03-30","'38382BM59'","CMBS","GOVERNMENT 2.6% 08/60",,,,,,"6933893.58",,,,,,
"2022-03-30","'3140HREK5'","CMBS","FNMA MORTPASS 3.61% 10/30",,,,,,"6900000",,,,,,
"2022-03-30","'31419TPT7'","CMBS","FNMA MORTPASS 3.43% 09/37",,,,,,"6875502.27",,,,,,
"2022-03-30","'3138L7QP4'","CMBS","FNMA MORTPASS 3.57% 10/29",,,,,,"6835107.33",,,,,,
"2022-03-30","'31419TPU4'","CMBS","FNMA MORTPASS 3.38% 09/35",,,,,,"6807879.93",,,,,,
"2022-03-30","'3138LN2F7'","CMBS","FNMA MORTPASS 3.63% 07/28",,,,,,"6789352.53",,,,,,
"2022-03-30","'3140HVZ72'","CMBS","FNMA MORTPASS 2.5% 10/31",,,,,,"6770319.25",,,,,,
"2022-03-30","'3138LLDF9'","CMBS","FNMA MORTPASS 3.04% 11/29",,,,,,"6737741.02",,,,,,
"2022-03-30","'3138LLN68'","CMBS","FNMA MORTPASS 3.28% 12/32",,,,,,"6725000",,,,,,
"2022-03-30","'3138LNUN9'","CMBS","FNMA MORTPASS 3.88% 06/30",,,,,,"6712000",,,,,,
"2022-03-30","'3140HXVW7'","CMBS","FNMA MORTPASS 2.14% 04/30",,,,,,"6702000",,,,,,
"2022-03-30","'3138LM4Z3'","CMBS","FNMA MORTPASS 3.67% 05/33",,,,,,"6633000",,,,,,
"2022-03-30","'3138LN4X6'","CMBS","FNMA MORTPASS 3.67% 07/28",,,,,,"6625903.34",,,,,,
"2022-03-30","'3140HSUQ2'","CMBS","FNMA MORTPASS 3.85% 02/31",,,,,,"6585953.81",,,,,,
"2022-03-30","'3140HUAQ9'","CMBS","FNMA MORTPASS 3.49% 06/34",,,,,,"6565000",,,,,,
"2022-03-30","'3138LLR64'","CMBS","FNMA MORTPASS 2.97% 12/27",,,,,,"6559000",,,,,,
"2022-03-30","'38380NUX5'","CMBS","GOVERNMENT 2.55% 08/60",,,,,,"6539347.16",,,,,,
"2022-03-30","'3140HW2Q4'","CMBS","FNMA MORTPASS 2.47% 01/30",,,,,,"6535605.04",,,,,,
"2022-03-30","'38380NW96'","CMBS","GOVERNMENT 2.45% 02/62",,,,,,"6507146.86",,,,,,
"2022-03-30","'3138LM3Z4'","CMBS","FNMA MORTPASS 3.48% 04/30",,,,,,"6500000",,,,,,
"2022-03-30","'3138LM4T7'","CMBS","FNMA MORTPASS 3.53% 04/33",,,,,,"6500000",,,,,,
"2022-03-30","'38379RTT0'","CMBS","GOVERNMENT 2.6% 05/59",,,,,,"6492528.9",,,,,,
"2022-03-30","'3140HWHJ4'","CMBS","FNMA MORTPASS 2.52% 04/32",,,,,,"6483000",,,,,,
"2022-03-30","'3140HUGN0'","CMBS","FNMA MORTPASS 3.04% 06/29",,,,,,"6458489.42",,,,,,
"2022-03-30","'3138LKCE5'","CMBS","FNMA MORTPASS 3.09% 09/29",,,,,,"6456511.32",,,,,,
"2022-03-30","'3137FCLD4'","CMBS","FREDDIE MAC 3.286% 11/27",,,,,,"6453000",,,,,,
"2022-03-30","'38380MWS6'","CMBS","GOVERNMENT 3% 11/60",,,,,,"6406788.27",,,,,,
"2022-03-30","'3138LJWK2'","CMBS","FNMA MORTPASS 3.25% 07/32",,,,,,"6385735.23",,,,,,
"2022-03-30","'3137FKUP9'","CMBS","FREDDIE MAC 3.771% 12/28",,,,,,"6375000",,,,,,
"2022-03-30","'3140HYQ27'","CMBS","FNMA MORTPASS 2.03% 05/35",,,,,,"6358830.29",,,,,,
"2022-03-30","'3138LMCK7'","CMBS","FNMA MORTPASS 3.23% 01/30",,,,,,"6324812.32",,,,,,
"2022-03-30","'3138LH6B5'","CMBS","FNMA MORTPASS 3.16% 04/27",,,,,,"6300000",,,,,,
"2022-03-30","'3138LML35'","CMBS","FNMA MORTPASS 3.39% 02/33",,,,,,"6300000",,,,,,
"2022-03-30","'3138LFUS5'","CMBS","FNMA MORTPASS 2.86% 09/29",,,,,,"6299048.93",,,,,,
"2022-03-30","'38380JYA0'","CMBS","GOVERNMENT 2.6% 07/60",,,,,,"6273951.69",,,,,,
"2022-03-30","'3138LCWF8'","CMBS","FNMA MORTPASS 3.57% 01/31",,,,,,"6181660.87",,,,,,
"2022-03-30","'38380JCJ5'","CMBS","GOVERNMENT 2.5% 12/58",,,,,,"6180267.25",,,,,,
"2022-03-30","'38378B6P9'","CMBS","GOVERNMENT 1.7% 04/46",,,,,,"6159682.04",,,,,,
"2022-03-30","'38379R2P7'","CMBS","GOVERNMENT 2.55% 10/59",,,,,,"6146738.81",,,,,,
"2022-03-30","'3140HSJ28'","CMBS","FNMA MORTPASS 3.85% 01/31",,,,,,"6134315.72",,,,,,
"2022-03-30","'3140HXQ94'","CMBS","FNMA MORTPASS 2.46% 03/35",,,,,,"6105000",,,,,,
"2022-03-30","'3140HYDQ8'","CMBS","FNMA MORTPASS 2.63% 02/28",,,,,,"6103575.94",,,,,,
"2022-03-30","'3140J0QM5'","CMBS","FNMA MORTPASS 1.34% 08/30",,,,,,"6100000",,,,,,
"2022-03-30","'3138LDB85'","CMBS","FNMA MORTPASS 3.43% 02/31",,,,,,"6014045.93",,,,,,
"2022-03-30","'3138L74C7'","CMBS","FNMA MORTPASS 3.14% 12/26",,,,,,"6013910.49",,,,,,
"2022-03-30","'3140HRZF3'","CMBS","FNMA MORTPASS 3.86% 12/28",,,,,,"6013000",,,,,,
"2022-03-30","'3140HTV48'","CMBS","FNMA MORTPASS 3.44% 05/34",,,,,,"6000000",,,,,,
"2022-03-30","'3140HV7H1'","CMBS","FNMA MORTPASS 2.68% 10/31",,,,,,"6000000",,,,,,
"2022-03-30","'3140HUCJ3'","CMBS","FNMA MORTPASS 3.29% 07/34",,,,,,"5980000",,,,,,
"2022-03-30","'3140HULS3'","CMBS","FNMA MORTPASS 2.99% 07/31",,,,,,"5950000",,,,,,
"2022-03-30","'3140HSZE4'","CMBS","FNMA MORTPASS 3.49% 07/28",,,,,,"5933000",,,,,,
"2022-03-30","'3140HWPQ9'","CMBS","FNMA MORTPASS 2.52% 12/31",,,,,,"5925000",,,,,,
